,licence_type,license_no,business_name,dba,street_address,zip_code,city,county,telephone_number,email,hours_of_operation,expiration_date
924,Dispensary,DAAA-QC4O-EZ3P,99 Flavor$,99 Flavor$,106 1/2 N BROADWAY ST,74743-4031,HUGO,Choctaw,5807436447,therealkoopkoop23@yahoo.com,9am-10pm,2023-12-26
925,Dispensary,DAAA-VY6X-BCLO,The Groovy Cats LLC,The Groovy Cats LLC,5408 E 11TH ST,74112-4350,TULSA,Tulsa,9186305293,tturner5293@gmail.com,10am-9pm,2024-01-12
926,Dispensary,DAAA-EYRK-BPTG,Cody's Cannabis LLC,Cody's Cannabis LLC,1750 S HIGHWAY 183,73601-9514,CLINTON,Custer,5803319366,audiolawyer@gmail.com,10 AM -6 PM,2024-02-21
927,Dispensary,DAAA-4YOA-L7NQ,"TRP, LLP","TRP, LLP",527 W Eel River,73080,Purcell,McClain,(405) 527-4490,therustypot.purcell@gmail.com,Mon-Sat 9a-8p & Sun 10a-6p,2024-03-29
928,Dispensary,DAAA-KXKS-JCLF,Puff's Palace LLC,Cannabis Kingdom,,73132-4711,OKLAHOMA CITY,Oklahoma,(760) 443-1980,ryan.davidson2008@gmail.com,"Mon-Sat: 11AM-8PM, Sun: 12PM-6PM",2023-11-15
929,Dispensary,DAAA-RLV0-7CSG,"My Dispensary, LLC",My Dispensary,806 S BROADWAY ST,74953-3834,POTEAU,Le Flore,4796517529,cynthiasdepo@gmail.com,9 am to 8 pm,2023-12-11
930,Dispensary,DAAA-4KXB-U8SZ,"Redfork Station Dispensary, LLC","Redfork Station Dispensary, LLC",309 W REDFORK DR,73734-9401,DOVER,Kingfisher,4058284383,leah_kate_32@yahoo.com,11-9,2023-05-01
931,Dispensary,DAAA-EKJ9-NNRT,1121 DELTA 9 LLC,New Med Cannabis Company,1121 S MAIN ST,73065-5405,NEWCASTLE,McClain,4058183014,newmed405@gmail.com,M-Sat 12PM-8PM,2023-12-21
932,Dispensary,DAAA-VGDH-9LLU,Twisted Mary Cannabis Co.,Twisted Mary Cannabis Co.,408 N HIGHWAY 99,74023-6238,CUSHING,Payne,9183525199,twistedmarycannabisco@gmail.com,10AM-8PM 6 Days a Week,2024-07-05
933,Dispensary,DAAA-4YBW-IOOD,"Green Country Bud, Inc.",Green Country Bud,8903 S YALE AVE,74137-3557,TULSA,Tulsa,(888) 860-0082,lshadrick@greencountrybud.com,8am-8pm Mon-Fri & 10am-8pm Sat,2023-09-25
934,Dispensary,DAAA-V1ZK-LBMT,The Herbal Choice llc,The Herbal Choice llc,617 W GRAND AVE,73018-5813,CHICKASHA,Grady,(214) 310-6361,kade@topshelfbotancials.com,,2023-04-17
935,Dispensary,DAAA-JXLI-NVLU,CannaBundance LLC,CannaBundance LLC,,74447,OKMULGEE,Okmulgee,6093525439,o.k.corralgrow@gmail.com,9:00am to 5:00pm,2023-10-03
936,Dispensary,DAAA-PZU6-RUWE,The Rainbow Plug LLC,The Rainbow Plug,5600 E PINE ST,74115-5320,TULSA,Tulsa,5395250647,therainbowplug@gmail.com,10am - 10pm,2023-10-10
937,Dispensary,DAAA-3Y8H-O5UF,RED DOOR DISPENSARY LLC,RED DOOR DISPENSARY LLC,530 E MAIN ST,74330,ADAIR,Mayes,9189641227,wangxiong560@gmail.com,8am-8pm,2023-09-12
938,Dispensary,DAAA-VY2E-AW9U,"318, Inc",Hamiltons Bud and Bloom,1350 E KENOSHA ST,74012,BROKEN ARROW,Tulsa,(918) 994-7794,hamiltonsdispensary@gmail.com,24 hours,2024-03-08
939,Dispensary,DAAA-EJFV-XSXA,COOL CREEK CANNABIS LLC,COOL CREEK CANNABIS LLC,16606 US HIGHWAY 70,73443-9707,LONE GROVE,Carter,5806576262,coolcreekcannabis@gmail.com,MONDAY THROUGH SATURDAY 10 am to 7 pm,2023-08-11
940,Dispensary,DAAA-DL9V-6JNS,"deepwell, LLC",deepwell,,74135,TULSA,Tulsa,(918) 728-6453,seth@bcbusinessgroup.com,,2024-09-15
941,Dispensary,DAAA-XEAT-OA4B,Empire Dispensary Inc,J'Mart,,73064-3953,MUSTANG,Canadian,4053590600,charper@chrisharperlaw.com,10 a - 9 p,2024-03-24
942,Dispensary,DAAA-KRBJ-YIWA,The Llama Drama Station LLC,The Llama Drama Station,1001 W MAIN ST,74437-4229,HENRYETTA,Okmulgee,9186236200,info@llamastationok.com,10am-10pm,2023-10-13
943,Dispensary,DAAA-40QI-VF4P,Cannabless Retail 11 LLC,Cannabless Retail 11,,73106-2029,OKLAHOMA CITY,Oklahoma,(405) 881-7848,dscoops@cannabless.co,10:00 a.m. - 8:00 p.m.,2024-01-08
944,Dispensary,DAAA-EYEK-KG1B,"The Cannabis Outlet, LLC",THE CANNABIS OUTLET,101 E BROADWAY ST,73051,LEXINGTON,Cleveland,4052496288,thecannabisoutlet@gmail.com,9:00 a.m to 9:00 p.m.,2023-10-09
945,Dispensary,DAAA-HRJQ-JFZ5,Bunger Investments LLC,Kilpatrick Kannabis,500 N HIGHWAY 18,74834-1218,CHANDLER,Lincoln,4054345340,kevin_bunger@yahoo.com,8am - 5pm,2024-08-22
946,Dispensary,DAAA-EJZM-MQWM,Vertical Horizon Foundation,Cannabis Marketplace,430 W WEKIWA RD,74063-6767,SAND SPRINGS,Tulsa,9188291431,cannabismarketplaceok@gmail.com,10AM-7PM,2023-04-21
947,Dispensary,DAAA-5BUS-WPJC,Mickey Baldwin,HI/LO BUDZ,,74848-2200,HOLDENVILLE,Hughes,(405) 592-4287,michelle@hilobudz.com,10AM-7PM,2022-12-11
948,Dispensary,DAAA-V1DB-XQPR,Kali Girl LLC,UWD,37 W 15TH ST,73013,EDMOND,Oklahoma,4059239734,jfprimeokc@yahoo.com,10:00 am - 8:00 pm,2023-08-08
949,Dispensary,DAAA-4J5T-BQ9D,Healthy Hemptations LLC,Healthy Hemptations,205 S COMANCHE AVE,74003,BARTLESVILLE,Washington,9188760582,healthyhemptation@gmail.com,Mon-Fri 10am to 8pm Sat 10am to 4pm,2024-03-10
950,Dispensary,DAAA-17S5-FIPM,D and D Dispensary LLC,D and D Dispensary LLC,"102 Titan Rd #3, Box 703",73439,Kingston,Marshall,5805654007,speedman183@yahoo.com,10-7,2023-08-21
951,Dispensary,DAAA-4YWN-BO2T,XLT Solutions LLC,Dr. Terpz Green Mart,8041 SE 15TH ST,73110,MIDWEST CITY,Oklahoma,2695985464,sali78619@gmail.com,within the timeframe allowed under OMMA,2023-09-20
952,Dispensary,DAAA-QB3C-E0JE,"Top-Notch MMJ, INC","Top-Notch MMJ, INC",1367 Freda Circle,74730,Calera,Bryan,5809800599,topnotchdispensary@gmail.com,24 hrs,2023-11-17
953,Dispensary,DAAA-ABQR-BABB,Life of Riley LLC,Life of Riley LLC,10621 E STATE HIGHWAY 9,73026-8214,NORMAN,Cleveland,(719) 433-2156,77extracts@gmail.com,9am/8pm,2023-10-16
954,Dispensary,DAAA-VYBH-SFPP,Peak Green Wellness llc,The Emerald Alley Dispensary,1141 NW 1ST ST,73106,OKLAHOMA CITY,Oklahoma,4056059181,tom.hemry@gmail.com,Monday - Thursday 9am-7pm; Friday 9am-8pm; Saturday 10am - 8pm; Sunday 11 pm to 6pm,2024-02-01
955,Dispensary,DAAA-EYDY-RRMD,RYANS DISPENSARY INC,RYANS DISPENSARY INC,310 S WASHINGTON ST,73401-7043,ARDMORE,Carter,3478249133,csiservicesokc@gmail.com,9A TO 9P 7 DAYS,2023-09-25
956,Dispensary,DAAA-EK2K-INIO,"All City Plus,LLC","All City Plus, LLC",331 NW 4TH ST,73102-3007,OKLAHOMA CITY,Oklahoma,(405) 724-8872,walls@wallsmgt.com,7am-10pm Monday through Thursday. 7am-Midnight Friday and Saturday. Closed Sundays,2023-10-11
957,Dispensary,DAAA-OXB5-FXED,Bud Brothers Coughy Shop Edmond LLC,Bud Brothers Coughy Shop Edmond LLC,420 S SANTA FE AVE,73003-6336,EDMOND,Oklahoma,(432) 349-9626,jennifer@budbrotherscoughyshop.com,10am to 12pm,2023-12-25
958,Dispensary,DAAA-ORFS-TGCE,High Lyfe Medic LLC,High Lyfe Medic LLC,2232 SE WASHINGTON BLVD,74006-7142,BARTLESVILLE,Washington,9183389211,whitesam107@gmail.com,M-Sat 10a - 9p,2023-07-05
959,Dispensary,DAAA-EK8Y-UVFR,"TK0528, LLC",Capital Dank Midwest City,,73110-4432,MIDWEST CITY,Oklahoma,(248) 884-9254,jfd711@gmail.com,10-10,2023-11-01
960,Dispensary,DAAA-EJJ7-VSAX,Jameson and Sons Investments LLC,Okie Medicine Flower Cannabis Co.,1701 S MUSTANG RD,73099-0370,YUKON,Canadian,(405) 435-6284,okiemedicineflower@gmail.com,M-TH 9am-9pm Fri and Sat. 9am-10pm Sunday 12-6pm,2024-05-24
961,Dispensary,DAAA-V1UV-DXRT,"Oklahoma Kind Community, LLC","Oklahoma Kind Community, LLC",3535 N SHIELDS BLVD,73160-1033,MOORE,Cleveland,4057388457,info@kindokc.com,10:00 am - 9:00 pm,2023-04-10
962,Dispensary,DAAA-YCKE-IBDR,"Blue Enterprises OKC, Inc.",Cookies OKC,4041 NW EXPRESSWAY,73116-1623,OKLAHOMA CITY,Oklahoma,4057251480,compliance@cookiesre.com,M-Sat 11am-10-pm; Sun 12pm-10pm,2023-09-18
963,Dispensary,DAAA-4YSJ-BE48,Mr Green Plus Inc,GREEN CROSS MEDS MMJ DISPENSARY,708 W 23RD ST,74107-3008,TULSA,Tulsa,9185080687,matthew.boyd36@yahoo.com,8am-10pm Mon-Thurs 8am-12Midnight Fri-Sat 12noon-10pm,2024-02-28
964,Dispensary,DAAA-NKEU-T1ZG,"OKIE GREEN GOLD, LLC","OKIE GREEN GOLD, LLC",1333 S MERIDIAN AVE,73108-1707,OKLAHOMA CITY,Oklahoma,(580) 249-4419,joey.meibergen@jeinc.com,8:00 am - 5:00 pm,2024-05-30
965,Dispensary,DAAA-VJL2-HN3E,Tonkawa Medical Dispensary LLC,Tonkawa Medical Dispensary,1909 E NORTH AVE,74653-4338,TONKAWA,Kay,(580) 308-3229,tonkawamedical@gmail.com,10:00am - 8:00pm,2023-12-11
966,Dispensary,DAAA-N2J9-NGVA,The Station Cannabis Company LLP,The Station Cannabis Company,24295 HIGHWAY 82,74451-4012,PARK HILL,Cherokee,9184131979,coffeyfarmsok@yahoo.com,Mon to Sat 10 to 6,2023-07-05
967,Dispensary,DAAA-XQBJ-UTM8,"420 Cookies Club, LLC","420 Cookies Club, LLC",503 N PEORIA AVE,74120-1230,TULSA,Tulsa,(918) 936-0139,jaleesaparedes918@gmail.com,Sun-Thur 10am-10pm Fri-Sat 10am-2am,2023-12-12
968,Dispensary,DAAA-0KKB-TJGL,Main Street Cannabis Company LLC.,Main Street Cannabis Company LLC.,,73065-4121,NEWCASTLE,McClain,4053874459,mainstreetcannaco@gmail.com,10am-10pm,2023-10-17
969,Dispensary,DAAA-4YXS-W1AL,XTREME GREENZ LLC,Xtreme Greenz LLC,104 S. CAPITOL AVE,73460-1619,TISHOMINGO,Johnston,5807684479,xgreenz420@gmail.com,"M-F 10am-8pm, Sat 12am-6pm",2023-12-15
970,Dispensary,DAAA-WFDC-6Y5M,Giggly Bush LLC,Giggly Bush,,73127-7455,OKLAHOMA CITY,Canadian,4056198023,canndiscount@gmail.com,11AM-9PM,2022-12-27
971,Dispensary,DAAA-VJA8-QZAV,"Admiral Cannabis Company, LLC",Cannabis Xchange,,74116,Tulsa,Tulsa,(714) 299-0671,pharmabisfarms@gmail.com,TBD,2024-05-09
972,Dispensary,DAAA-41CZ-78UK,John Morehead,Medicated Monkey Dispensary,,74743-4033,HUGO,Choctaw,5803724606,jackpotacres@yahoo.com,10am-9:00pm,2024-02-28
973,Dispensary,DAAA-60NK-5UY6,E CONSTITUTION DISPENSARY LLC,ELITE CANNABIS CONSTITUTION,,73072-7814,NORMAN,Cleveland,(405) 857-2319,pj@gethighguys.com,10am-10pm,2024-05-04
974,Dispensary,DAAA-EY2E-UNPG,Master of Buds LLC,Master of Buds,713 W MAIN ST,74021-3226,COLLINSVILLE,Tulsa,9183139016,masterofbuds420@gmail.com,10-9,2024-01-12
975,Dispensary,DAAA-VKKY-YUTR,"Whole Leaf Oklahoma, LLC",Whole Leaf,4785 E 91ST ST,74137-2839,TULSA,Tulsa,9184421515,info@wholeleaf.net,Mon thru Sat - 10am to 7pm - Sunday 10am to 5pm - Exploring Expanding Hours,2023-09-12
976,Dispensary,DAAA-8BND-RGLE,"Russell Arnold, LLC",Spanky Farms,26850 S 655 RD,74344-6148,GROVE,Delaware,9188012388,rarnold1011@yahoo.com,9am to 7pm,2023-08-22
977,Dispensary,DAAA-NCYU-SKJN,OKLAHOMA CARTEL GROUP LLC,the oklahoma cartel group,7601 N MAY AVE,73116-3111,OKLAHOMA CITY,Oklahoma,4057122811,dabdaddys405@gmail.com,8-5,2023-10-03
978,Dispensary,DAAA-KMEV-AA9X,Flavor Chasers Dispensary LLC,Flavor Chasers Dispensary LLC,2036 E 81ST ST SOUTH,74137-4347,TULSA,Tulsa,9189860312,flavorchasersdispensaryok@gmail.com,9:30AM-10:30PM,2023-09-08
979,Dispensary,DAAA-EYYH-P4SP,"The Main Street Dispensary, LLC",The Main Street Dispensary,,74075,STILLWATER,Payne,(405) 332-5677,jeremiahc2013@gmail.com,10:00am - 8pm,2023-11-29
980,Dispensary,DAAA-HHCX-93E6,Pot Luck Dispensary LLC,Pot Luck Dispensary LLC,702 W GRAND AVE,73018-5743,CHICKASHA,Grady,4058204284,dfp73082@gmail.com,10-7,2024-08-24
981,Dispensary,DAAA-7NNU-FVYI,OKC Metro Retail Inc.,Pink Rhino,7311 N MACARTHUR BLVD,73132-5727,WARR ACRES,Oklahoma,4058025502,okcretail@yahoo.com,10 am to 8 pm,2023-07-05
982,Dispensary,DAAA-NYQ1-V1MH,MAMA JUANA BUDZ LLC,MAMA JUANA BUDZ LLC,5605 S. PENNSYLVANIA AVE,73119,OKLAHOMA CITY,Oklahoma,(405) 565-3236,urban.pharmacy.okc@gmail.com,9AM TO 7PM,2023-08-08
983,Dispensary,DAAA-XKIU-L4RO,ANYRS LLC,Smokinn420,5617 S PENNSYLVANIA AVE,73119-7014,OKLAHOMA CITY,Oklahoma,4053616984,rahmifeshani@gmail.com,8:00 a.m. - 10:00 p.m.,2024-01-04
984,Dispensary,DAAA-H9VR-7HDD,"Jefes II, LLC","Jefes II, LLC",3929 NW 10TH ST,73107-6036,OKLAHOMA CITY,Oklahoma,(405) 812-0947,jefesokc@gmail.com,M-F 8-5,2023-12-25
985,Dispensary,DAAA-VKSV-KTLY,Chiefin Meds LLC,Chiefin Meds LLC,101 HOLIDAY LN,74352-9017,LOCUST GROVE,Mayes,5392062066,chiefinmeds@gmail.com,8am-8pm Sunday to Thursday 8am-10pm Sat and sun,2023-09-19
986,Dispensary,DAAA-L8G8-Y2AS,Deli Boys LLC,Deli Boys LLC,207 N TRADE CENTER TER,73064-4415,MUSTANG,Canadian,7146580164,robinharris@rlhtaxservicesllc.com,10am-9pm,2022-12-13
987,Dispensary,DAAA-ZMCL-RBKS,"Sunny Roads Retail 2, LLC","Sunny Roads Retail 2, LLC",,73160-2897,MOORE,Cleveland,(405) 532-6871,sunnyroadslicensing@gmail.com,10-5,2024-05-31
988,Dispensary,DAAA-OEWD-TJX5,"The Back House, LLC","The Back House, LLC",113 W MAIN ST,74035-1031,HOMINY,Osage,9182833544,thebackhouseok@yahoo.com,9am-12am M-S 12pm-12am Sunday,2023-10-09
989,Dispensary,DAAA-EJAG-N9QD,MJC Investments LLC,The Bud Ranch,1128 NW CACHE RD,73507,LAWTON,Comanche,(580) 699-2027,office@thebudranch.net,M-Sat 10a - 8p and Sun 12p -5p,2023-11-28
990,Dispensary,DAAA-W4MD-ZGG9,Richard Lynn Dopp,Richard Lynn Dopp,,74354-3824,MIAMI,Ottawa,9183201922,richarddopp62@gmail.com,10:00am-8:00pm,2023-10-10
991,Dispensary,DAAA-4YSV-3BIW,Natural Healing Remedies LLC,Natural Healing Remedies LLC,,74075,Stillwater,Payne,(405) 332-5640,naturalhealingremedies420@gmail.com,9 am to 03:00 am,2024-02-01
992,Dispensary,DAAA-355V-9F8V,"Native Harvest, LLC",Native Harvest LLC,7105 S MAY AVE,73159,OKLAHOMA CITY,Oklahoma,4052346525,marty@nativeharvestfarms.com,9:00 am - 10:00 pm,2023-11-15
993,Dispensary,DAAA-NKAM-N3OB,"Edge Enterprises, LLC",Green Dog Dispensary,6409 NW 10TH ST,73127-4726,OKLAHOMA CITY,Oklahoma,4057065122,jasonpmackey74@gmail.com,2pm through 10pm,2023-09-15
994,Dispensary,DAAA-41RF-VJI8,KenoshaElm LLC,High Rollers Dispensary,904 W KENOSHA ST,74012-8917,BROKEN ARROW,Tulsa,(918) 237-2313,highrollersdispensary@gmail.com,7 days a week 10 am to 8pm,2023-08-10
995,Dispensary,DAAA-S8NR-MM7C,"Emerald Bison, LLC",Humboldt Cannabis,,74055-4423,OWASSO,Tulsa,(918) 406-6908,johntanner81@yahoo.com,,2024-12-07
996,Dispensary,DAAA-TBEB-ZF2Y,Doc's Craft Cannabis LLC,Doc's Craft Cannabis,128 NE WASHINGTON BLVD,74006-1634,BARTLESVILLE,Washington,(918) 876-0398,bvilleoffice@docscc.com,MON-SAT 10 AM-7 PM,2023-12-20
997,Dispensary,DAAA-R1FR-X5SU,Temple of Kush LLC,TOK,3090 OLD 66 RD,73048-1011,HYDRO,Caddo,(316) 214-4613,holcombdj@gmail.com,"M-Th 10AM-10PM, F-S 10AM-11PM, Sun 10AM-6PM",2023-11-13
998,Dispensary,DAAA-E1WG-UUNQ,"Corporation Asset Network Association, LLC",Minerva Canna of Oklahoma,39026 S Highway 82,74350,Langley,Mayes,9186978310,jlrisman@sbcglobal.net,10AM-9PM Monday - Saturday,2024-05-24
999,Dispensary,DAAA-QS6W-CF0F,Strange Cloudz Collective LLC,Okie Wonderland East Tulsa,,74128-4419,TULSA,Tulsa,(310) 279-9521,alansoleyman@yahoo.com,10AM-10pm,2023-12-19
1000,Dispensary,DAAA-UNV0-TQMV,Dank Factory LLC,Dank Factory LLC,11330 N GARNETT RD,74055-4202,OWASSO,Tulsa,9182124788,marilyn@dankberryfarms.page,"10AM to 10PM Sunday - Thursday, 10AM to 12AM Friday & Saturday",2024-02-01
1001,Dispensary,DAAA-NJVD-7AEH,"THE HOUSE OF OUNCE, INC",HOUSE OF OUNCE,12443 OSWALT RD,73448-7510,MARIETTA,Love,5803194321,puppal1994@gmail.com,10am - 9pm,2023-11-01
1002,Dispensary,DAAA-4JLA-1LVC,Midwest Dispensary of Oklahoma LLC,Midwest Dispensary of Oklahoma LLC,1600 East Highway 66,73036,EL RENO,Canadian,4052066848,midwestwellness@yahoo.com,9:00am to 9pm Monday thru Fri 10am-8pm Saturday noon to 5Pm on Sunday,2024-02-22
1003,Dispensary,DAAA-UCGM-ULXF,Stoney Lane Dispensary LLC,Stoney Lane Dispensary LLC,801 S BROADWAY,73651-1832,HOBART,Kiowa,4176993866,stoneylane2021@yahoo.com,11 to 9 monday through sunday,2024-05-17
1004,Dispensary,DAAA-E1AW-ZPYP,"OG Electric Lettuce, LLC","OG Electric Lettuce, LLC",417 N MAPLE ST,74361-4539,PRYOR,Mayes,9185300467,electriclettuceofok@yahoo.com,9 am to 9 pm,2022-12-07
1005,Dispensary,DAAA-50TO-R7HI,"Jefes., LLC","Jefes., LLC",900 SW 29TH ST,73109-2304,OKLAHOMA CITY,Oklahoma,4058120947,jefesokc@gmail.com,M-Sa 9am-9pm,2023-07-06
1006,Dispensary,DAAA-C0PE-BR8V,HEMPtin Medical Dispensary LLC,HEMPtin Medical Dispensary LLC,100 N 5TH ST SUITE C,74501-5084,MCALESTER,Pittsburg,9185582995,lcass2003@yahoo.com,11:00 to 7:00,2023-09-14
1007,Dispensary,DAAA-FEJV-W8RP,Purple Haze Enterprises Inc,Purple Haze Dispensary,110 W WILL ROGERS DR,73750-4327,KINGFISHER,Kingfisher,(405) 375-6864,phazeokc@gmail.com,10:00 to 20:00,2024-02-01
1008,Dispensary,DAAA-N1KZ-AGIB,"Joka Holdings, LLC",Revive Cannabis Moore,,73160-1708,MOORE,Cleveland,(405) 735-5735,kwadwo20@gmail.com,10a-10p,2023-10-02
1009,Dispensary,DAAA-VKRK-LLND,The Native Nugs LLC,The Native Nugs LLC,2633 E 15TH ST,74104-4711,TULSA,Tulsa,9725235014,tony.wheeler1@verizon.net,9 to 8,2023-11-10
1010,Dispensary,DAAA-VJ8D-CSC0,Green Country Dispensary LLC,Private Stash,6059 S Sheridan Rd,74145,Tulsa,Tulsa,(918) 510-2384,gcdispensary@gmail.com,10:00-8:00 Monday-Thursday -- 10:00-10:00 Friday-Saturday -- 12:00-6:00 Sunday,2023-08-16
1011,Dispensary,DAAA-EJ4W-7SD7,Greencraft LLC,Greencraft,6967A E 71ST ST,74133-2757,TULSA,Tulsa,9185516400,carl@greencraftok.com,Monday- Saturday 12-8,2023-09-26
1012,Dispensary,DAAA-4J6Q-PITZ,Tulsa Herbal Connection LLC,Seed Cannabis Co. II,,74145,TULSA,Tulsa,5398671877,bonniecaldwell@f5ind.com,10-8,2024-05-26
1013,Dispensary,DAAA-V1CN-Q3TT,Checotah Medical Dispensary Products LLC.,Checotah Medical Dispensary Products LLC.,900 W GENTRY AVE,74426-2027,CHECOTAH,McIntosh,4056121340,michael.lozier64@gmail.com,9-5 m-saturday,2023-08-18
1014,Dispensary,DAAA-EYSG-Y10X,Crystal McConnell,The Kush Spot,207 6TH ST,73057,MAYSVILLE,Garvin,(405) 867-5001,thekushspot1@gmail.com,M-Sat. 10:00 am - 8:00 pm Sun. CLOSED,2023-10-09
1015,Dispensary,DAAA-K093-DBKM,Vice Capital Dispensary LLC,Lotus Gold,,73065-6247,NEWCASTLE,McClain,(405) 748-0931,ryan.vice@icloud.com,"9am-8pm Mon-Fri, 10am-9pm Sat, 11am-7pm Sun",2024-02-24
1016,Dispensary,DAAA-9WCV-RVMD,Stripeback Cannabis Co. LLC,Stripeback Cannabis Co. LLC,3019 SE 44TH ST,73135-1001,DEL CITY,Oklahoma,4056534993,stripebackcannabisco@gmail.com,M-F 12pm-7pm Sat 12pm-5pm Sun 12pm-5pm,2023-10-23
1017,Dispensary,DAAA-FUPX-8WGE,"Purple Haze Enterprises, INC.",Purple Haze Dispensary,56775 East Hwy 60,74343,Fairland,Ottawa,(903) 926-5405,phazeokc@gmail.com,10:00 to 8:00 p.m.,2023-10-24
1018,Dispensary,DAAA-SYLX-GBWE,THOMAS RAY SMITH,DOC HOLIDAZE SMOKIN BUDZ,16731 W US HIGHWAY 70,74764-5441,VALLIANT,McCurtain,9182975707,cz17hmr2@att.net,10-8 SUN-MON,2023-10-26
1019,Dispensary,DAAA-4K7Z-TNUO,Thunder Budz LLC,Thunder Budz LLC,419 S TELEPHONE RD,73160-4936,MOORE,Cleveland,4052373171,csiservicesokc@gmail.com,9am - 9pm Monday - Saturday Sunday 12am-5pm,2024-08-04
1020,Dispensary,DAAA-4J5X-XKKT,"Lake And Bake Shop, LLC",lake and bake shop,15851 STATE HIGHWAY 9 E,74432-5105,EUFAULA,McIntosh,2142051564,shawnburcham13@icloud.com,10-7,2023-11-29
1021,Dispensary,DAAA-EYXO-CTD8,Norweed enterprises LLC,Nurses Station,7040 NW 122ND ST,73142-3923,OKLAHOMA CITY,Oklahoma,4055060503,nursesstationok@gmail.com,10A-10P,2023-09-20
1022,Dispensary,DAAA-NJL6-5XPD,TWO RIVERS' CANNABIS COMPANY LLC,TWO RIVERS' CANNABIS COMPANY LLC,,74435,GORE,Sequoyah,(918) 235-4129,2riverscannaco@gmail.com,10 AM - 9 PM,2023-09-08
1023,Dispensary,DAAA-4JOZ-YMZ8,"Green Canopy Solutions, Inc",Green Canopy Solutions,581 N LYNN RIGGS BLVD,74017-5619,CLAREMORE,Rogers,9189651234,greencanopysolutions@gmail.com,"9-9 M-TH, Fri & Sat 9-10, Sun 10-6",2023-11-13
1024,Dispensary,DAAA-EKCK-WMZA,Gaz Monkey No 2 Inc,Gaz Monkey No 2 Inc,3308 S SUNNYLANE RD,73115-3534,DEL CITY,Oklahoma,(405) 305-6251,info@gazmonkeyokc.com,10AM-7PM,2023-11-09
1025,Dispensary,DAAA-E1NJ-VDUW,Big Chief Collective llc.,BIG CHIEF COLLECTIVE,1811 W GORE BLVD,73501,LAWTON,Comanche,(580) 771-6830,bigchiefcollectivelawton@gmail.com,9am-10pm,2023-08-07
1026,Dispensary,DAAA-V1WG-RQNX,Starbuds Dispensary Chickasha LLC,"Starbuds Dispensary Chickasha, LLC",718 S 4TH ST,73018-4601,CHICKASHA,Grady,5806821374,licensing@jesglegal.com,M-Th 10AM-10PM; F-Sat 10AM-11PM; Sun 10AM-8PM,2023-10-13
1027,Dispensary,DAAA-FCTH-HV1V,"REDEYE 420, LLC","REDEYE 420, LLC",1527 S SHERIDAN RD,74112-7301,TULSA,Tulsa,(918) 955-5929,jason@redeye420.com,9AM-8PM,2023-12-20
1028,Dispensary,DAAA-ZNWI-TUGH,Stateline X One LLC,Stateline X One LLC,69905 E 15TH ROAD,74363,QUAPAW,Ottawa,9188562411,exitone.ok@gmail.com,"SUN 11:00AM-6:00PM, MON-THUR 10:00AM -9:00PM, FRI-SAT 10:00AM-10:00PM",2023-09-22
1029,Dispensary,DAAA-W7KR-ZNGK,Agyapong Organizations LLC,Revive Cannabis,5837 E COVELL RD,73034-7651,EDMOND,Oklahoma,4054127851,kwadwo20@gmail.com,9:00a-10:00p,2023-08-22
1030,Dispensary,DAAA-N1NN-UYU5,One Love Wellness Inc,One Love Wellness Inc,7709 E 42nd Pl,74145,Tulsa,Tulsa,5397776068,onelovewellnessllc@gmail.com,10:00am- 8:00pm,2024-03-19
1031,Dispensary,DAAA-4KHM-MFOZ,"Ponca City Dispensary, Inc","Ponca City Dispensary, Inc.","2128 N 14th St, Ste.4",74601-1831,Ponca City,Kay,5807890284,jvl.kirby@gmail.com,10:00-9:00,2024-03-08
1032,Dispensary,DAAA-JZEJ-RM7U,"Hardmoore Green, LLC",Red River Pharms Moore,2737 S I 35 SERVICE RD,73160-2715,MOORE,Cleveland,2817336354,chrismc975@yahoo.com,10:00am to 9:00pm M-Sat,2024-05-15
1033,Dispensary,DAAA-VDKA-86BY,Kitmans LLC,Frostyz,,74960,Stilwell,Adair,9184106287,kitcalista@gmail.com,10am-10pm,2023-07-05
1034,Dispensary,DAAA-TXIA-63L4,"Connoisseur Cannabis, LLC","Connoisseur Cannabis, LLC",7033 S MEMORIAL DR,74133-2097,TULSA,Tulsa,(918) 957-5320,okconnoisseur@gmail.com,Monday - Saturday 8am - 10pm,2024-02-01
1035,Dispensary,DAAA-Q5RR-NA6L,"The Closet Dispensary, LLC","The Closet Dispensary, LLC",305 N ROSS ST,74365,SALINA,Mayes,(918) 864-4845,kristi.chiefinmeds@gmail.com,8:00am - 8:00pm,2022-12-19
1036,Dispensary,DAAA-EKFL-AKLU,"The Speakeasy on Route 66, LLC","The Speakeasy on Route 66, LLC",,74339-2212,COMMERCE,Ottawa,(918) 961-2011,speakeasyonroute66@gmail.com,,2023-08-25
1037,Dispensary,DAAA-41YE-MY0G,1045 S. Meridian LLC,Stability Cannabis,,73108,Oklahoma City,Oklahoma,(405) 212-2270,denver.kitch@stabilitycannabis.com,24 Hour,2024-04-04
1038,Dispensary,DAAA-800X-J6F8,"CROUCH CONSULTING, LLC",THE HOOTENANNY,1517 PENNSYLVANIA AVE,74547,HARTSHORNE,Pittsburg,(918) 318-9224,hootenanny2021@gmail.com,S-T 10:00-10:00 & FRI-SAT 10:00AM-MIDNIGHT,2024-07-05
